gene_id,Gene Name,Gene Length
AAC77253.1,KpLE2 phage-like element; D-xylonate dehydratase,655
AAC77254.2,KpLE2 phage-like element; putative 2-dehydro-3-deoxy-D-pentonate aldolase,301
AAC77255.1,KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI,262
AAC77256.1,KpLE2 phage-like element; putative DNA-binding transcriptional regulator SgcR,260
AAC77257.1,KpLE2 phage-like element; putative epimerase SgcE,210
AAC77258.1,putative PTS enzyme IIA component SgcA,143
AAC77259.1,KpLE2 phage-like element; putative nucleoside triphosphatase,268
AAC77260.1,putative PTS enzyme IIC component SgcC,437
AAC77261.2,KpLE2 phage-like element; putative endoglucanase with Zn-dependent exopeptidase domain,373
AAC77262.1,KpLE2 phage-like element; putative methyltransferase YjhP,248
AAC77263.1,KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ,181
AAC77265.1,N-acetyl-9-O-acetylneuraminate esterase,326
AAC77266.2,N-acetylneuraminate mutarotase,368
AAC77267.2,N-acetylneuraminic acid outer membrane channel,238
AAC77268.1,regulator for fimA,200
AAC77269.1,regulator for fimA,198
AAC77270.1,type 1 fimbriae major subunit,182
AAC77271.2,putative fimbrial protein FimI,179
AAC77272.1,type 1 fimbriae periplasmic chaperone,241
AAC77273.1,type I fimbriae usher protein,878
AAC77274.1,type 1 fimbriae minor subunit FimF,176
AAC77275.1,type 1 fimbriae minor subunit FimG,167
AAC77276.1,type 1 fimbriae D-mannose specific adhesin,300
AAC77277.1,fructuronate transporter,447
AAC77278.1,D-mannonate dehydratase,394
AAC77279.1,D-mannonate oxidoreductase,486
AAC77280.1,DNA-binding transcriptional repressor UxuR,257
AAC77281.1,uncharacterized protein YjiC,276
AAC77282.2,anti-adaptor protein IraD  inhibitor of sigma(S) proteolysis,130
AAC77283.1,DNA-binding transcriptional dual regulator HypT,303
AAC77284.1,isoaspartyl dipeptidase,390
AAC77285.1,Gate family protein YjiG,153
AAC77286.2,Gate family protein YjiH,227
AAC77287.2,RNA 2'-phosphotransferase,184
AAC77288.1,putative transporter YjiJ,392
AAC77289.3,uncharacterized protein YjiK,286
AAC77290.2,putative ATPase  activator of (R)-hydroxyglutaryl-CoA dehdratase,255
AAC77291.2,putative dehydratase subunit,383
AAC77292.1,DUF445 domain-containing protein YjiN,426
AAC77293.1,multidrug efflux pump/bile salt:H(+) antiporter/Na(+):H(+) antiporter/K(+):H(+) antiporter,410
AAC77296.1,fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR,470
AAC77297.1,DUF1127 domain-containing protein YjiS,54
AAC77301.1,5-methylcytosine-specific restriction enzyme subunit McrC,348
AAC77302.2,5-methylcytosine-specific restriction enzyme subunit McrB,459
AAC77303.2,toxic protein SymE,113
AAC77304.1,type I restriction enzyme EcoKI specificity protein,464
AAC77305.1,type I restriction enzyme EcoKI methyltransferase component,529
AAC77306.2,type I restriction enzyme EcoKI endonuclease component,1170
AAC77307.1,methylated adenine and cytosine restriction protein,304
AAC77308.2,P-loop guanosine triphosphatase YjiA,318
AAC77309.1,PF04328 family protein YjiX,67
AAC77310.2,pyruvate:H(+) symporter,716
AAC77311.1,methyl-accepting chemotaxis protein Tsr,551
AAC77312.1,galactonate:H(+) symporter,453
AAC77314.4,L-galactonate oxidoreductase,340
AAC77315.2,phosphoglycerol transferase I,763
AAC77316.2,DUF2501 domain-containing protein YjjA,164
AAC77317.1,DNA replication protein DnaC,245
AAC77318.1,primosomal protein DnaT,179
AAC77319.2,putative succinate exporter YjjB,157
AAC77320.2,putative succinate exporter YjjP,256
AAC77321.1,DNA-binding transcriptional repressor YjjQ,241
AAC77322.4,DNA-binding transcriptional regulator BglJ,225
AAC77323.1,hydroxamate siderophore iron reductase,262
AAC77324.1,16S rRNA m(2)G1207 methyltransferase,343
AAC77325.1,DNA polymerase III subunit psi,137
AAC77326.1,protein N-acetyltransferase RimI,148
AAC77327.1,pyrimidine 5'-nucleotidase YjjG,225
AAC77328.1,peptide chain release factor RF3,529
AAC77329.1,periplasmic chaperone OsmY,201
AAC77330.1,putative patatin-like phospholipase YjjU,357
AAC77331.2,putative DNase YjjV,259
AAC77332.1,putative glycyl-radical enzyme activating enzyme YjjW,287
AAC77333.1,DUF3029 domain-containing protein YjjI,516
AAC77334.1,deoxyribose-phosphate aldolase,259
AAC77335.1,thymidine phosphorylase,440
AAC77336.1,phosphopentomutase,407
AAC77337.1,purine nucleoside phosphorylase,239
AAC77338.1,toxin YjjJ,443
AAC77339.1,lipoate--protein ligase A,338
AAC77340.1,protein Smp,214
AAC77341.1,phosphoserine phosphatase,322
AAC77342.1,DNA recombination protein,460
AAC77343.2,DNA-binding transcriptional repressor/NMN adenylyltransferase NadR,410
AAC77344.1,energy-dependent translational throttle protein EttA,555
AAC77345.2,soluble lytic murein transglycosylase,645
AAC77346.1,DNA-binding transcriptional repressor TrpR,108
AAC77347.2,ITPase/XTPase,170
AAC77348.1,putative phosphatase,215
AAC77349.1,DNA-binding transcriptional dual regulator Rob,289
AAC77350.1,PF05981 family protein CreA,157
AAC77351.1,DNA-binding transcriptional regulator CreB,229
AAC77352.1,sensory histidine kinase CreC,474
AAC77353.1,putative inner membrane protein CreD,450
AAC77354.1,DNA-binding transcriptional dual regulator ArcA,238
AAC77355.1,uncharacterized protein YjjY,46
AAC77356.1,putative rRNA methyltransferase,228
AAC77485.1,macrodomain Ori protein,112
AAC77486.2,putative magnesium chelatase YifB,506
AAC77487.1,ilvXGMEDA operon leader peptide,32
AAC77489.1,acetolactate synthase II subunit IlvM,87
AAC77492.1,threonine deaminase,514
AAC77493.1,DNA-binding transcriptional dual regulator IlvY,297
AAD13433.1,nitrate/nitrite transporter NarU,462
AAD13437.3,amino acid exporter YddG,293
AAD13438.1,formate dehydrogenase N subunit alpha,1015
AAD13439.1,formate dehydrogenase N subunit beta,294
AAD13440.1,formate dehydrogenase N subunit gamma,217
AAD13441.2,DNA-binding transcriptional regulator YddM,94
AAD13442.2,sulfoquinovose isomerase,413
AAD13443.1,6-deoxy-6-sulfofructose-1-phosphate aldolase,292
AAD13444.1,3-sulfolactaldehyde reductase,298
AAD13445.2,6-deoxy-6-sulfofructose kinase,298
AAD13446.2,DNA-binding transcriptional dual regulator CsqR,261
AAD13447.2,alpha-D-glucose-1-phosphate phosphatase YihX,199
AAD13448.1,PF03631 family membrane protein YihY,290
AAD13449.1,D-aminoacyl-tRNA deacylase,145
AAD13450.1,putative fatty acid biosynthesis enzyme FabY,329
AAD13451.4,putative DNA-binding transcriptional regulator YiiE,72
AAD13452.2,protein YiiF,72
AAD13453.1,formate dehydrogenase formation protein,309
AAD13454.1,formate dehydrogenase O subunit gamma,211
AAD13455.1,formate dehydrogenase O subunit beta,300
AAD13456.1,formate dehydrogenase O subunit alpha,1016
AAD13457.1,putative cytochrome c-type biogenesis protein NrfE,552
AAD13458.1,putative formate-dependent nitrite reductase complex subunit NrfF,127
AAD13459.1,putative formate-dependent nitrite reductase complex subunit NrfG,198
AAD13460.1,glutamate/aspartate : H(+) symporter GltP,437
AAD13461.1,Sel1 repeat-containing protein YjcO,229
AAD13462.1,formate dehydrogenase H,715
AAD13463.1,putative multidrug efflux pump outer membrane channel,488
AAD13464.2,putative multidrug efflux pump subunit MdtO,683
AAD13465.1,putative multidrug efflux pump membrane fusion protein,343
AAT48122.1,protein HokC,50
AAT48123.1,sugar exporter SetA,392
AAT48124.1,UPF0253 family protein YaeP,66
AAT48125.1,protein HokE,50
AAT48126.1,small toxic polypeptide LdrA,35
AAT48127.1,small toxic polypeptide LdrB,35
AAT48128.1,small toxic polypeptide LdrC,35
AAT48129.1,murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD,337
AAT48130.1,toxin HokB,49
AAT48131.1,tagaturonate reductase,483
AAT48132.1,beta-lactam resistance protein,41
AAT48133.1,outer membrane lipoprotein SlyB,155
AAT48134.1,putative oxidoreductase YdhF,298
AAT48135.1,putative transporter YdhC,403
AAT48136.1,multidrug efflux pump MdtK,457
AAT48137.1,catalase HPII,753
AAT48138.2,arabinose ABC transporter membrane subunit,328
AAT48139.1,genome maintenance protein,222
AAT48140.2,CP4-44 prophage; IS2 insertion element repressor InsA,121
AAT48141.1,CP4-44 prophage; self recognizing antigen 43 (Ag43) autotransporter,1039
AAT48142.1,cysteine desulfurase IscS,404
AAT48143.1,phosphoribosylformylglycinamide synthetase,1295
AAT48144.3,UPF0053 family inner membrane protein YfjD,428
AAT48145.1,DNA repair protein RecN,553
AAT48146.1,CP4-57 prophage; putative GTP-binding protein YfjP,287
AAT48148.1,sorbitol-specific PTS enzyme IIC2 component,187
AAT48149.1,sorbitol-specific PTS enzyme IIBC1 component,319
AAT48150.1,beta-glucoside specific PTS enzyme IIBC component,485
AAT48151.1,putative FAD-containing dehydrogenase,484
AAT48152.1,putative carbamoyltransferase YgeW,396
AAT48153.1,guanine/hypoxanthine transporter GhxQ,455
AAT48154.1,putative zinc-binding dehydrogenase YggP,425
AAT48155.1,transketolase 1,663
AAT48156.1,putative lipoprotein YghJ,1520
AAT48157.1,glycolate dehydrogenase  putative iron-sulfur subunit,407
AAT48158.1,glycolate dehydrogenase  putative FAD-binding subunit,350
AAT48159.1,putative transport protein YghQ,355
AAT48160.1,DUF3828 domain-containing protein YqhG,308
AAT48161.1,radical SAM superfamily protein YgiQ,739
AAT48162.1,DNA-binding transcriptional repressor YgiV,160
AAT48164.1,evolved beta-D-galactosidase subunit alpha,1030
AAT48165.1,putative transporter YgjI,477
AAT48166.1,putative membrane-bound redox modulator Alx,321
AAT48167.1,putative L-cysteine desulfidase CyuA,436
AAT48168.3,cysteine detoxification protein CyuP,443
AAT48169.1,L-serine deaminase III,454
AAT48170.1,2-ketobutyrate formate-lyase/pyruvate formate-lyase 4,764
AAT48172.1,sensor histidine kinase ArcB,778
AAT48173.1,outer membrane permeability factor YhdP,1266
AAT48174.1,putative ABC transporter membrane subunit YhdX,393
AAT48175.1,putative DNA topoisomerase,180
AAT48176.1,protein Smf,374
AAT48177.1,fructoselysine 3-epimerase,276
AAT48178.1,putative DNA-binding transcriptional regulator YhfZ,301
AAT48179.1,high-affinity gluconate transporter,438
AAT48180.1,maltodextrin phosphorylase,797
AAT48181.1,RNA 3'-terminal phosphate cyclase,338
AAT48182.1,rhomboid protease GlpG,276
AAT48183.1,low-affinity gluconate transporter,446
AAT48184.1,DNA-binding transcriptional repressor GntR,331
AAT48185.1,branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein,367
AAT48186.1,rhs element protein RhsB,1411
AAT48187.1,ribosome-associated ATPase,911
AAT48188.4,cellulose synthase outer membrane channel,1157
AAT48189.1,small toxic polypeptide LdrD,35
AAT48190.1,PF13488 family lipoprotein YiaD,219
AAT48191.1,small toxic polypeptide,50
AAT48192.1,putative glycoside hydrolase Bax,274
AAT48193.1,valine--pyruvate aminotransferase,417
AAT48194.1,2 3-diketo-L-gulonate:Na(+) symporter - membrane subunit,425
AAT48195.1,L-threonine dehydrogenase,383
AAT48197.1,D-galactonate dehydratase,382
AAT48198.1,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,205
AAT48199.1,DNA-binding transcriptional regulator DgoR,229
AAT48200.1,putative lipoprotein YidX,218
AAT48201.1,DNA gyrase subunit B,804
AAT48202.1,putative glucosamine-6-phosphate deaminase YieK,240
AAT48203.1,protein ViaA,483
AAT48204.1,K(+):H(+) symporter Kup,622
AAT48205.1,DNA-binding transcriptional regulator YieP,230
AAT48206.1,DNA-binding transcriptional dual regulator HdfR,279
AAT48207.1,branched-chain-amino-acid aminotransferase,309
AAT48208.1,dihydroxy-acid dehydratase,616
AAT48209.1,ATP-dependent DNA helicase Rep,673
AAT48210.1,guanosine-5'-triphosphate 3'-diphosphate phosphatase,494
AAT48211.1,UDP-N-acetylglucosamine 2-epimerase,376
AAT48212.1,UDP-N-acetyl-D-mannosamine dehydrogenase,420
AAT48213.1,dTDP-glucose 4 6-dehydratase 2,355
AAT48214.2,dTDP-4-amino-4 6-dideoxy-D-galactose acyltransferase,224
AAT48215.1,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,359
AAT48216.1,putative transporter YifK,461
AAT48217.1,putative anaerobic sulfatase maturation enzyme AslB,411
AAT48218.1,hydroxymethylbilane synthase,313
AAT48219.1,DUF2233 domain-containing protein YigE,254
AAT48220.1,putative transporter RarD,296
AAT48221.1,ATP-dependent DNA helicase RecQ,609
AAT48222.1,L-threonine exporter,206
AAT48223.1,L-homoserine/L-homoserine lactone/L-threonine exporter,206
AAT48224.1,lysophospholipase L2,340
AAT48225.1,phosphosugar phosphatase YigL,266
AAT48226.1,putative dienelactone hydrolase,271
AAT48227.1,bifunctional 2-octaprenyl-6-methoxy-1 4-benzoquinol methylase and demethylmenaquinone methyltransferase,251
AAT48228.1,twin arginine protein translocation system - TatB protein,171
AAT48229.1,3' -_ 5' ssDNA/RNA exonuclease TatD,260
AAT48230.1,3-ketoacyl-CoA thiolase,387
AAT48231.1,K(+) transporter TrkH,483
AAT48232.1,50S ribosomal subunit assembly factor BipA,607
AAT48233.1,putative sulfoquinovose transporter,467
AAT48234.1,L-rhamnose isomerase,419
AAT48235.1,periplasmic protein CpxP,166
AAT48236.1,putative PTS multiphosphoryl transfer protein PtsA,833
AAT48237.1,sulfur carrier protein ThiS,66
AAT48238.1,RNA decapping hydrolase,257
AAT48239.1,protein YjdP,109
AAT48240.1,carbon-phosphorus lyase subunit PhnK,252
AAT48241.1,entericidin A lipoprotein  antidote to entericidin B,41
AAT48242.1,bacteriolytic entericidin B lipoprotein,48
AAT48243.1,protein YtfI,312
AAT48244.1,galactofuranose ABC transporter putative ATP binding subunit,500
AAT48245.1,putative acetyltransferase YjgM,167
AAT48246.1,inner membrane protein YjgN,398
AAT48248.1,putative DNA-binding transcriptional regulator LgoR,304
ABD18634.1,DUF987 domain-containing protein YkfH,73
ABD18636.1,50S ribosomal subunit protein L36B,46
ABD18638.2,DUF1116 domain-containing protein YlbE,419
ABD18639.1,DLP12 prophage; uncharacterized protein YlcG,46
ABD18640.1,DLP12 prophage; putative prophage lysis lipoprotein RzoD,60
ABD18641.1,enterobactin biosynthesis protein YbdZ,72
ABD18642.1,PF04328 family protein YbdD,65
ABD18643.1,K(+) transporting P-type ATPase subunit KdpF,29
ABD18645.1,cytochrome bd-I ubiquinol oxidase accessory subunit CydX,37
ABD18646.1,IS1 protein InsA,91
ABD18647.1,putative phosphatidylethanolamine synthesis regulator GnsA,57
ABD18651.1,inner membrane protein YmgF,72
ABD18655.3,uncharacterized protein YmiA,46
ABD18656.2,uncharacterized protein YciX,55
ABD18659.1,Rac prophage; zinc-binding protein,56
ABD18660.1,Rac prophage; putative prophage outer membrane lipoprotein RzoR,61
ABD18661.1,DUF333 domain-containing protein YdbJ,88
ABD18667.1,Qin prophage; DUF3950 domain-containing protein YnfO,77
ABD18671.2,uncharacterized protein YniD,35
ABD18672.1,uncharacterized protein YobH,79
ABD18681.1,ribosome-dependent mRNA interferase toxin YoeB,84
ABD18687.1,uncharacterized protein YehK,105
ABD18688.1,UPF0387 family protein YohO,35
ABD18689.1,putative metal-chelating domain-containing protein YeiW,84
ABD18693.1,undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnE subunit,111
ABD18695.1,CPS-53 (KpLE1) prophage; prophage CPS-53 recombination directionality factor and response regulator inhibitor,66
ABD18696.1,PF12843 family protein YpeB,72
ABD18697.1,UPF0370 protein YpfN,66
ABD18698.1,CP4-57 prophage; DUF987 domain-containing protein YpjJ,66
ABD18700.1,alternative ribosome-rescue factor A,72
ABD18701.1,DUF2387 domain-containing protein YheV,66
ABD18703.1,putative lipoprotein YsaB,99
ABD18704.1,protein YibT,69
ABD18705.1,uncharacterized protein YicS,97
ABD18707.1,membrane protein insertion efficiency factor,85
ABD18710.1,putative lipoprotein YifL,67
ABD18711.1,toxin of the GhoTS toxin-antitoxin system,57
ABD18717.1,putative PTS enzyme IIB component SgcB,92
ABD18718.1,KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system  TopA inhibitor,85
ABD18719.1,DUF1435 domain-containing protein YjjZ,78
ABD18720.2,DUF1328 domain-containing protein YtjA,53
ABP93434.1,uncharacterized protein YkfM,159
ABP93435.1,DLP12 prophage; uncharacterized protein YlcH,33
ABP93436.1,DLP12 prophage; DUF3950 domain-containing protein YlcI,64
ABP93439.1,small protein AppX,30
ABP93440.1,uncharacterized protein YmgI,57
ABP93441.1,uncharacterized protein YmgJ,61
ABP93442.1,uncharacterized protein YciY,57
ABP93443.1,UPF0509 protein YciZ,57
ABP93444.1,uncharacterized protein YncL,31
ABP93445.1,small protein MgtS,31
ABP93446.1,uncharacterized protein YdgU,27
ABP93447.1,cytochrome bd-I ubiquinol oxidase accessory subunit CydH,29
ABP93450.1,uncharacterized protein YpfM,19
ABP93453.2,membrane toxin DinQ,27
ABP93456.1,membrane-depolarizing toxin TisB,29
ABP93457.1,PF17089 family protein YjbT,92
ABP93458.1,uncharacterized protein YjbS,67
ABP93459.1,putative lipoprotein YtcA,91
ABV59574.1,RyhB-regulated fur leader peptide,28
ABV59575.1,KpLE2 phage-like element; uncharacterized protein YthA,41
ACO59989.1,PtsG glucose transporter inhibitor,43
ACO59990.1,putative membrane protein YkgR,33
ACO59991.1,putative protein YmiB,34
ACO59992.1,uncharacterized protein YnbG,21
ACO59993.1,Qin prophage; putative lipoprotein RzoQ,84
ACO59994.1,putative membrane protein YoaK,32
ACO59995.1,uncharacterized protein YoaJ,24
ACO59996.1,uncharacterized protein YobI,21
ACO59997.1,uncharacterized protein AzuC,28
ACO59998.1,uncharacterized protein YoeI,20
ACO59999.1,toxic peptide IbsA,19
ACO60000.1,putative toxic peptide IbsB,18
ACO60001.1,putative membrane protein YohP,27
ACO60002.1,putative membrane protein YpdK,23
ACO60003.1,toxic peptide ShoB,26
ACO60004.1,cell envelope stress response protein YqcG,46
ACO60005.1,uncharacterized protein YqeL,26
ACO60006.1,uncharacterized protein YqfG,41
ACO60007.1,toxic peptide IbsC,19
ACO60008.1,putative toxic peptide IbsD,19
ACO60009.1,toxic peptide IbsE,19
ACO60010.1,uncharacterized protein YrbN,26
ACO60011.1,uncharacterized protein IlvX,16
ACO60012.1,uncharacterized protein YshB,36
ACO60013.1,uncharacterized protein YjeV,17
ADO17949.1,leader peptide MgtL,17
AEN84234.1,putative bitopic inner membrane protein,29
AGW80435.1,protein IroK,21
AHA50631.1,small protein MntS,42
AYC08161.1,uncharacterized protein MbiA,161
AYC08162.1,putative uncharacterized protein YabP,216
AYC08163.1,protein YabQ,52
AYC08164.1,protein YabR,14
AYC08165.1,protein YacM,14
AYC08166.1,protein YadW,21
AYC08167.1,IS1 transposase B,167
AYC08168.1,IS1 repressor TnpA,91
AYC08169.1,CP4-6 prophage; PF00078 domain-containing protein YkfC,381
AYC08170.1,CP4-6 prophage; orphan antitoxin YagB,116
AYC08171.1,CP4-6 prophage; protein YkgS,42
AYC08172.1,CP4-6 prophage; protein YagJ,243
